Time,Sensor 1,Sensor 10,Sensor 6,Sensor 7,Sensor 4,Sensor 2,Sensor 5,Sensor 9,Sensor 3,Sensor 8,Sensor 11
2024-02-24 09:24:32,2.56275,3.146,2.297563,4.838687,2.3991875,1.461625,3.310063,5.599938,1.516312,4.692375,4.72688
2024-02-24 09:25:41,2.18775,2.9579999999999997,1.797563,3.9636869999999997,2.3991875,1.523625,2.810063,8.911938,1.516312,4.317375,4.41488
2024-02-24 09:26:50,2.12575,2.9579999999999997,1.609563,3.526687,2.3991875,1.398625,2.810063,8.911938,1.516312,4.255375,4.41488
2024-02-24 09:27:59,1.87575,2.7079999999999997,1.297563,3.026687,2.3991875,1.336625,2.185063,7.411938,1.141312,3.8173749999999997,3.91488
2024-02-24 09:29:08,2.06275,2.7079999999999997,1.547563,4.526687,2.0861875,1.336625,2.310063,6.599938,1.266312,4.067375,3.91488
2024-02-24 09:30:17,2.50075,3.2079999999999997,1.859563,6.651687,2.5861875,1.461625,2.497063,6.286938,1.266312,4.380375,4.41488
2024-02-24 09:31:26,2.31275,2.8329999999999997,1.734563,8.276687,2.5861875,1.148625,2.497063,5.661938,1.203312,4.130375,4.03988
2024-02-24 09:32:35,2.00075,2.396,1.484563,9.151687,2.2111875,0.898625,2.122063,5.661938,1.016312,3.9423749999999997,3.78988
2024-02-24 09:33:44,1.56275,1.896,1.172563,10.088687,1.9611875,0.586625,1.747063,5.661938,1.016312,3.505375,3.10188
2024-02-24 09:34:53,2.00075,2.2079999999999997,1.547563,11.213687,2.3991875,0.961625,2.122063,2.7869379999999997,1.016312,3.505375,3.10188
2024-02-24 09:36:02,2.31275,2.4579999999999997,1.922563,12.713687,2.7741875,1.148625,2.435063,3.1619379999999997,1.016312,4.192375,3.78988
2024-02-24 09:37:11,2.56275,2.771,2.1095629999999996,13.588687,3.0861875,1.148625,2.685063,3.786938,1.703312,4.192375,4.03988
2024-02-24 09:38:20,2.81275,2.771,2.3595629999999996,14.901687,3.4611875,1.648625,2.935063,3.786938,2.016312,4.192375,4.03988
2024-02-24 09:39:29,2.81275,2.9579999999999997,2.3595629999999996,14.901687,3.3991875,1.523625,2.935063,4.036938,1.891312,4.692375,4.03988
2024-02-24 09:40:38,2.87575,2.9579999999999997,2.422563,14.151687,3.2111875,1.523625,2.872063,4.224938,1.891312,4.755375,4.22688
2024-02-24 09:41:47,3.81275,2.9579999999999997,2.9845629999999996,11.213687,3.8361875,2.898625,2.997063,3.1619379999999997,2.766312,5.630375,4.28988
2024-02-24 09:42:56,6.06275,4.646,4.3595630000000005,10.026687,5.7111875,4.836625,4.247063000000001,2.474938,4.578312,7.192375,5.35188
2024-02-24 09:44:05,6.31275,5.021,4.672563,6.963687,5.8991875,4.836625,4.247063000000001,2.1619379999999997,4.953312,7.255375,5.28988
2024-02-24 09:45:14,6.87575,5.396,5.2345630000000005,5.338687,6.3361875,4.836625,4.497063000000001,1.5999379999999999,5.703312,7.880375,5.97688
2024-02-24 09:46:23,8.31275,6.521,6.422563,5.338687,7.5241875,7.273625,5.247063000000001,1.4119380000000001,7.016312,9.130375,7.22688
2024-02-24 09:47:32,7.43775,5.958,5.797563,5.338687,6.7111875,7.273625,4.435063,1.0369380000000001,6.141312,9.130375,7.22688
2024-02-24 09:48:41,7.31275,5.646,5.922563,2.026687,6.7111875,7.273625,4.622063000000001,0.286938,6.578312,9.130375,7.22688
2024-02-24 09:49:50,7.56275,5.521,5.9845630000000005,1.276687,6.7741875,6.711625,4.622063000000001,0.036938000000000026,6.578312,8.317375,6.35188
2024-02-24 09:50:59,9.06275,6.771,7.297563,1.276687,8.2111875,7.836625,5.810063,0.47493799999999997,8.016312,9.567375,7.66488
2024-02-24 09:52:08,9.50075,7.333,7.8595630000000005,1.963687,8.8361875,8.461625,6.310063,1.2869380000000001,8.516312,10.130375,7.9768799999999995
2024-02-24 09:53:17,9.93775,7.833,8.297563,1.963687,9.0861875,8.648625,6.747063000000001,2.2869379999999997,8.766312,10.567375,8.47688
2024-02-24 09:54:26,10.43775,8.521,8.922563,2.2136869999999997,9.7741875,8.648625,7.560063,2.2869379999999997,9.391312,11.005375,9.16488
2024-02-24 09:55:35,9.31275,7.771,7.984563,1.401687,8.9611875,8.586625,6.622063000000001,3.2869379999999997,8.453312,10.255375,8.35188
2024-02-24 09:56:44,9.68775,7.896,8.297563,1.088687,9.0861875,8.586625,6.810063,3.2869379999999997,8.078312,10.317375,8.03988
2024-02-24 09:57:53,9.37575,7.896,8.297563,0.776687,8.5241875,8.398625,6.497063000000001,3.2869379999999997,8.203312,10.130375,8.10188
2024-02-24 09:59:02,9.37575,7.896,8.297563,0.213687,7.7741875,7.586625,5.935063,1.0369380000000001,7.516312,9.630375,8.10188
2024-02-24 10:00:11,9.56275,7.521,8.172563,0.463687,8.5861875,8.461625,6.560063,1.3499379999999999,8.328312,10.317375,8.41488
2024-02-24 10:01:20,10.50075,8.458,9.109563,0.9636870000000001,9.4611875,9.523625,7.310063,2.224938,9.328311999999999,11.317375,9.16488
2024-02-24 10:02:29,10.50075,8.583,9.234563,1.151687,9.4611875,9.773625,7.560063,3.2869379999999997,9.578311999999999,11.442375,8.91488
