Time,Sensor 1,Sensor 10,Sensor 6,Sensor 7,Sensor 4,Sensor 2,Sensor 5,Sensor 9,Sensor 3,Sensor 8,Sensor 11
2024-03-23 12:09:37,14.56275,24.896,9.609563,15.588687,10.8361875,12.398625,11.185063,11.599938,9.328311999999999,14.755375,24.78988
2024-03-23 12:10:46,14.50075,11.396,9.609563,16.088687,10.6491875,12.211625,10.872062999999999,11.724938,9.016312,14.630375,12.91488
2024-03-23 12:11:55,14.43775,11.208,9.359563,16.276687,10.5241875,12.086625,10.747062999999999,11.661938,8.828311999999999,14.380375,12.91488
2024-03-23 12:13:04,14.00075,11.021,9.047563,15.963687,10.0861875,11.273625,10.435063,11.286938,8.391312,14.005375,12.91488
2024-03-23 12:14:13,14.00075,10.958,8.922563,16.401687,9.9611875,11.148625,10.435063,11.786938,8.203312,14.130375,12.16488
2024-03-23 12:15:22,14.18775,10.771,8.984563,16.088687,10.0241875,11.773625,10.435063,11.599938,8.391312,14.255375,12.03988
2024-03-23 12:16:31,13.93775,10.708,8.859563,16.338687,9.7741875,11.773625,10.185063,11.661938,8.141312,14.130375,11.91488
2024-03-23 12:17:40,14.31275,10.896,8.984563,16.338687,10.0241875,11.711625,10.310063,11.661938,8.391312,14.380375,11.91488
2024-03-23 12:18:49,14.56275,10.896,9.234563,16.338687,10.2741875,11.711625,10.310063,11.474938,8.578311999999999,14.630375,11.91488
2024-03-23 12:19:58,12.75075,9.896,8.047563,15.213687,9.0861875,10.586625,9.247062999999999,10.224938,7.578312,12.755375,10.91488
2024-03-23 12:21:07,12.56275,9.458,7.8595630000000005,14.213687,9.0861875,10.586625,9.122062999999999,9.411938,7.578312,12.505375,10.91488
2024-03-23 12:22:16,12.62575,9.458,7.8595630000000005,14.088687,8.9611875,10.711625,9.247062999999999,9.786938,7.578312,12.692375,10.91488
2024-03-23 12:23:25,12.56275,9.333,7.922563,14.151687,8.9611875,10.898625,9.185063,9.724938,7.578312,12.692375,10.85188
2024-03-23 12:24:34,12.06275,9.146,7.6095630000000005,13.838687,8.5861875,10.898625,8.747062999999999,9.349938,7.016312,12.130375,10.47688
2024-03-23 12:25:43,12.25075,9.333,7.547563,13.838687,8.5241875,9.961625,8.810063,10.036938,7.078312,12.380375,10.72688
2024-03-23 12:26:52,12.62575,9.646,7.797563,14.963687,8.6491875,10.336625,8.997062999999999,10.474938,7.203312,12.817375,11.03988
2024-03-23 12:28:01,12.81275,9.771,7.922563,14.963687,8.8991875,10.523625,9.122062999999999,10.286938,7.328312,13.067375,11.10188
2024-03-23 12:29:10,13.18775,9.896,8.109563,15.151687,8.8991875,10.336625,9.122062999999999,10.411938,7.203312,13.317375,11.22688
2024-03-23 12:30:19,13.62575,9.896,8.422563,15.776687,9.2741875,10.961625,9.497062999999999,10.661938,7.578312,13.692375,11.22688
2024-03-23 12:31:28,13.43775,10.083,8.359563,16.088687,9.2111875,10.648625,9.560063,11.036938,7.453312,13.505375,11.35188
2024-03-23 12:32:37,13.75075,10.146,8.547563,16.151687,9.2111875,11.273625,9.685063,11.036938,7.828312,13.755375,11.47688
2024-03-23 12:33:46,14.00075,10.146,8.734563,16.276687,9.7741875,11.461625,9.935063,11.036938,7.953312,13.817375,11.60188
2024-03-23 12:34:55,14.00075,10.583,9.109563,16.526687,9.7741875,12.211625,10.247062999999999,11.349938,8.453312,14.317375,11.85188
2024-03-23 12:36:04,14.56275,10.646,9.172563,16.776687,10.1491875,12.211625,10.310063,11.474938,8.391312,14.317375,11.85188
